00001,SALLE DES COMMISSIONS,971,781,2,779,80.43,19,2.44,1,0.13,8,1.03,15,1.93,8,1.03,11,1.41,245,31.45,156,20.03,272,34.92,7,0.88,1,0.13,36,4.62
00125,ECOLE JEAN CHAUBET,896,782,6,776,87.28,19,2.45,1,0.13,3,0.39,19,2.45,7,0.9,17,2.19,223,28.74,173,22.29,267,34.41,14,1.8,2,0.26,31,3.99
00126,ECOLE JEAN CHAUBET,933,797,2,795,85.42,23,2.89,0,0.0,6,0.75,12,1.51,7,0.88,8,1.01,266,33.46,162,20.38,252,31.7,12,1.51,1,0.12,46,5.79
00127,ECOLE CHATEAU DE L HERS,872,744,10,734,85.32,13,1.77,0,0.0,4,0.54,6,0.82,12,1.63,12,1.63,237,32.29,157,21.39,237,32.29,14,1.91,3,0.42,39,5.31
00128,ECOLE CHATEAU DE L HERS,1115,947,7,940,84.93,34,3.62,1,0.11,12,1.28,18,1.91,31,3.3,11,1.17,356,37.87,195,20.74,207,22.02,6,0.64,6,0.64,63,6.7
00129,ECOLE CHATEAU DE L HERS,991,831,10,821,83.85,28,3.41,0,0.0,3,0.37,15,1.83,19,2.31,8,0.97,339,41.29,161,19.61,184,22.41,14,1.71,3,0.37,47,5.72
00130,ECOLE CHATEAU DE L HERS,1119,969,9,960,86.6,34,3.54,5,0.52,13,1.35,15,1.56,21,2.19,14,1.46,341,35.52,190,19.79,217,22.6,16,1.67,4,0.42,90,9.38
00131,ECOLE HENRI GUILLAUMET,925,803,3,800,86.81,36,4.5,0,0.0,3,0.35,7,0.88,8,1.0,10,1.25,228,28.5,175,21.88,251,31.38,7,0.88,7,0.88,68,8.5
00132,ECOLE HENRI GUILLAUMET,977,834,8,826,85.36,24,2.91,6,0.73,6,0.73,14,1.69,12,1.45,15,1.82,243,29.42,205,24.82,243,29.42,8,0.95,6,0.73,44,5.33
00133,ECOLE HENRI GUILLAUMET,949,820,7,813,86.41,35,4.31,3,0.34,9,1.11,10,1.23,9,1.11,14,1.72,282,34.69,152,18.7,212,26.08,12,1.48,6,0.74,69,8.49
00134,ECOLE HENRI GUILLAUMET,776,655,7,648,84.41,16,2.47,3,0.46,2,0.31,5,0.77,4,0.62,13,2.01,176,27.16,128,19.75,256,39.51,8,1.23,1,0.15,36,5.56
00135,ECOLE LA TERRASSE,987,860,10,850,87.13,26,3.06,2,0.24,3,0.35,5,0.59,8,0.94,14,1.65,262,30.82,235,27.65,239,28.12,11,1.29,3,0.35,42,4.94
00136,ECOLE LA TERRASSE,763,653,3,650,85.58,14,2.15,4,0.62,5,0.77,11,1.69,5,0.77,8,1.23,200,30.77,141,21.69,219,33.69,12,1.85,4,0.62,27,4.15
00137,ECOLE LA TERRASSE,996,897,7,890,90.06,18,2.02,1,0.11,3,0.34,14,1.57,12,1.35,18,2.02,281,31.57,227,25.51,266,29.89,9,1.01,4,0.45,37,4.16
00138,ECOLE LA TERRASSE,893,789,7,782,88.35,20,2.56,1,0.11,6,0.77,11,1.41,8,1.02,15,1.92,246,31.46,160,20.46,261,33.38,14,1.79,2,0.26,38,4.86
00139,MATERNELLE ANATOLE FRANCE,967,814,11,803,84.18,38,4.73,0,0.0,4,0.51,11,1.37,7,0.87,20,2.49,282,35.12,164,20.42,212,26.4,5,0.62,7,0.87,53,6.6
00140,MATERNELLE ANATOLE FRANCE,916,786,12,774,85.81,28,3.62,0,0.0,9,1.16,7,0.9,9,1.16,11,1.42,214,27.65,198,25.58,247,31.91,8,1.03,3,0.4,40,5.17
00141,MATERNELLE ANATOLE FRANCE,925,796,6,790,86.05,23,2.91,1,0.12,10,1.27,14,1.77,16,2.03,10,1.27,243,30.76,149,18.86,265,33.54,18,2.28,2,0.25,39,4.94
00142,ECOLE ANATOLE FRANCE,869,733,3,730,84.35,18,2.47,2,0.27,5,0.68,3,0.41,8,1.1,7,0.96,143,19.59,141,19.32,308,42.19,13,1.78,4,0.55,78,10.68
00143,ECOLE ANATOLE FRANCE,993,842,5,837,84.79,23,2.75,2,0.24,6,0.72,18,2.15,11,1.31,19,2.27,251,29.99,164,19.59,286,34.17,10,1.19,1,0.12,46,5.5
00144,ECOLE ANATOLE FRANCE,939,825,11,814,87.86,19,2.33,2,0.25,7,0.86,14,1.72,4,0.49,16,1.97,233,28.62,155,19.04,302,37.1,12,1.47,1,0.13,49,6.02
00145,ECOLE SAUZELONG,995,852,7,845,85.63,36,4.26,3,0.36,14,1.66,28,3.31,18,2.13,8,0.95,358,42.37,132,15.62,175,20.71,11,1.3,1,0.11,61,7.22
00146,ECOLE SAUZELONG,874,729,7,722,83.41,42,5.82,0,0.0,9,1.25,9,1.25,16,2.22,10,1.39,311,43.07,121,16.76,149,20.64,9,1.25,2,0.26,44,6.09
00147,ECOLE SAUZELONG,976,839,8,831,85.96,21,2.53,1,0.12,5,0.6,16,1.93,18,2.17,13,1.56,322,38.75,162,19.49,206,24.79,9,1.08,1,0.12,57,6.86
00148,ECOLE SAUZELONG,923,773,7,766,83.75,32,4.18,0,0.0,9,1.17,15,1.96,23,3.0,15,1.96,295,38.51,138,18.02,194,25.33,1,0.13,3,0.39,41,5.35
00149,ECOLE RICARDIE,963,813,11,802,84.42,25,3.12,3,0.37,6,0.75,18,2.24,15,1.87,12,1.5,305,38.03,150,18.7,176,21.95,9,1.12,1,0.13,82,10.22
00150,ECOLE RICARDIE,1116,956,7,949,85.66,29,3.06,2,0.21,5,0.52,20,2.11,19,2.0,19,2.0,388,40.89,188,19.81,222,23.39,9,0.95,2,0.21,46,4.85
00151,ECOLE RICARDIE,858,737,8,729,85.9,34,4.66,3,0.41,5,0.69,16,2.19,12,1.65,16,2.19,282,38.68,129,17.7,161,22.09,7,0.96,0,0.0,64,8.78
00152,ECOLE ANDRE DASTE,981,780,8,772,79.51,48,6.22,9,1.17,10,1.3,15,1.94,15,1.94,18,2.33,337,43.65,121,15.67,142,18.39,2,0.27,0,0.0,55,7.12
00153,ECOLE ANDRE DASTE,808,553,5,548,68.44,34,6.2,2,0.38,10,1.82,8,1.46,11,2.01,3,0.55,299,54.56,66,12.04,78,14.23,3,0.55,0,0.0,34,6.2
00154,ECOLE ANDRE DASTE,830,638,10,628,76.87,30,4.78,4,0.64,4,0.64,12,1.91,9,1.43,2,0.32,271,43.15,71,11.31,141,22.45,4,0.64,1,0.15,79,12.58
00155,MATERNELLE LEO LAGRANGE,778,575,4,571,73.91,28,4.9,1,0.17,8,1.4,15,2.63,7,1.23,11,1.93,244,42.73,92,16.11,106,18.56,4,0.7,3,0.53,52,9.11
00156,MATERNELLE LEO LAGRANGE,846,718,11,707,84.87,22,3.11,1,0.15,8,1.13,8,1.13,5,0.71,13,1.84,280,39.6,119,16.83,168,23.76,12,1.7,0,0.0,71,10.04
00157,ECOLE JULES JULIEN,1134,960,12,948,84.66,34,3.59,4,0.41,3,0.32,23,2.43,15,1.58,18,1.9,360,37.97,191,20.15,240,25.32,9,0.95,3,0.32,48,5.06
00158,ECOLE JULES JULIEN,1079,923,3,920,85.54,39,4.24,4,0.43,10,1.09,21,2.28,33,3.59,12,1.3,342,37.17,190,20.65,202,21.96,11,1.2,2,0.22,54,5.87
00159,ECOLE JULES JULIEN,1069,906,10,896,84.75,27,3.01,1,0.11,6,0.67,25,2.79,22,2.46,16,1.78,340,37.95,182,20.31,215,24.0,6,0.67,1,0.11,55,6.14
00160,ECOLE JULES JULIEN,1038,869,6,863,83.72,23,2.67,1,0.11,5,0.58,13,1.51,10,1.16,21,2.43,303,35.11,187,21.67,242,28.04,7,0.81,2,0.23,49,5.68
00161,ECOLE JULES JULIEN,980,852,6,846,86.94,23,2.72,3,0.35,9,1.06,18,2.13,16,1.89,13,1.54,331,39.13,139,16.43,212,25.06,9,1.06,5,0.59,68,8.04
00162,ECOLE JULES JULIEN,1012,835,8,827,82.51,46,5.56,3,0.36,6,0.73,18,2.18,21,2.54,18,2.18,312,37.73,150,18.14,190,22.97,12,1.45,3,0.36,48,5.8
00163,ECOLE JULES JULIEN,1051,902,11,891,85.82,34,3.82,4,0.45,3,0.34,10,1.12,11,1.23,13,1.46,375,42.09,198,22.22,196,22.0,16,1.8,1,0.1,30,3.37
00164,ECOLE JULES JULIEN,1139,950,11,939,83.41,34,3.62,3,0.32,5,0.53,25,2.66,11,1.17,24,2.56,393,41.85,197,20.98,201,21.41,8,0.85,2,0.22,36,3.83
00165,ECOLE LE PASTEL,882,784,7,777,88.89,25,3.22,2,0.27,6,0.77,7,0.9,6,0.77,17,2.19,304,39.12,176,22.65,199,25.61,5,0.64,0,0.0,30,3.86
00166,ECOLE MAURICE BECANNE,1074,913,15,898,85.01,46,5.12,3,0.33,6,0.67,29,3.23,11,1.24,13,1.45,355,39.53,187,20.82,184,20.49,6,0.67,3,0.33,55,6.12
00167,ECOLE MAURICE BECANNE,1026,831,8,823,80.99,31,3.77,0,0.0,9,1.09,23,2.79,13,1.58,16,1.94,323,39.25,146,17.74,195,23.69,13,1.58,6,0.74,48,5.83
00168,ECOLE PAPUS,972,787,7,780,80.97,52,6.67,0,0.0,10,1.28,7,0.9,47,6.03,14,1.79,306,39.23,103,13.21,152,19.49,5,0.64,4,0.5,80,10.26
00169,ECOLE PAPUS,985,783,8,775,79.49,31,4.0,5,0.65,15,1.94,8,1.03,25,3.23,9,1.16,321,41.42,114,14.71,156,20.13,8,1.03,1,0.12,82,10.58
00170,ECOLE PAPUS,977,787,7,780,80.55,31,3.97,3,0.38,5,0.64,11,1.41,13,1.67,15,1.92,273,35.0,135,17.31,220,28.21,11,1.41,2,0.26,61,7.82
00171,ECOLE PAPUS,931,725,7,718,77.87,36,5.01,3,0.42,10,1.39,21,2.92,21,2.92,3,0.42,314,43.73,81,11.28,164,22.84,10,1.39,4,0.58,51,7.1
00173,ECOLE BUFFON,936,764,16,748,81.62,23,3.07,6,0.79,9,1.2,7,0.94,15,2.01,13,1.74,332,44.39,105,14.04,157,20.99,5,0.67,5,0.67,71,9.49
00174,ECOLE BUFFON,1100,959,6,953,87.18,38,3.99,3,0.31,10,1.05,18,1.89,22,2.31,15,1.57,355,37.25,180,18.89,244,25.6,4,0.42,1,0.11,63,6.61
00175,ECOLE GEORGES HYON,812,586,4,582,72.17,27,4.64,1,0.17,6,1.03,6,1.03,5,0.86,6,1.03,344,59.11,42,7.22,99,17.01,1,0.17,0,0.0,45,7.73
00176,ECOLE GEORGES HYON,775,545,5,540,70.32,17,3.15,1,0.19,4,0.74,11,2.04,9,1.67,3,0.53,355,65.74,52,9.63,61,11.3,1,0.19,1,0.19,25,4.63
00177,ECOLE GEORGES HYON,747,587,6,581,78.58,14,2.41,1,0.18,9,1.55,20,3.44,13,2.24,9,1.55,238,40.96,76,13.08,139,23.92,10,1.72,3,0.52,49,8.43
00178,ECOLE GEORGES HYON,684,519,10,509,75.88,16,3.14,1,0.21,6,1.18,11,2.16,16,3.14,5,0.98,239,46.95,51,10.02,104,20.43,3,0.59,2,0.39,55,10.81
00179,ECOLE SYLVAIN DAURIAC,685,562,3,559,82.04,24,4.29,2,0.36,9,1.61,15,2.68,17,3.04,5,0.89,218,39.0,76,13.6,146,26.12,8,1.43,3,0.54,36,6.44
00180,ECOLE SYLVAIN DAURIAC,714,576,6,570,80.67,21,3.68,1,0.19,9,1.58,4,0.7,9,1.58,4,0.7,293,51.4,66,11.58,111,19.47,9,1.58,2,0.35,41,7.19
00181,ECOLE SYLVAIN DAURIAC,937,763,7,756,81.43,33,4.37,1,0.13,9,1.19,16,2.12,8,1.06,6,0.79,370,48.94,110,14.55,152,20.11,6,0.79,0,0.0,45,5.95
00182,ECOLE SYLVAIN DAURIAC,810,680,3,677,83.95,23,3.4,2,0.3,2,0.3,9,1.33,12,1.77,9,1.33,208,30.72,150,22.16,198,29.25,8,1.18,1,0.14,55,8.12
00183,ECOLE LES OUSTALOUS,906,793,7,786,87.53,10,1.27,2,0.25,1,0.14,9,1.15,13,1.65,11,1.4,198,25.19,192,24.43,291,37.02,6,0.76,4,0.51,49,6.23
00184,CSC ALBAN MINVILLE,922,669,13,656,72.56,26,3.96,3,0.46,3,0.46,17,2.59,14,2.13,6,0.91,330,50.3,78,11.89,139,21.19,7,1.07,2,0.31,31,4.73
00185,CSC ALBAN MINVILLE,822,611,8,603,74.33,26,4.31,0,0.0,13,2.16,16,2.65,19,3.15,2,0.33,312,51.74,84,13.93,85,14.1,4,0.66,1,0.17,41,6.8
00186,CSC ALBAN MINVILLE,1010,712,7,705,70.5,22,3.12,2,0.28,7,0.99,8,1.13,10,1.42,3,0.43,489,69.36,62,8.79,77,10.92,1,0.16,0,0.0,24,3.4
00188,CSC ALBAN MINVILLE,757,610,4,606,80.58,32,5.28,3,0.5,3,0.5,14,2.31,37,6.11,6,0.99,233,38.45,93,15.35,123,20.3,9,1.49,4,0.63,49,8.09
00189,MATERNELLE JEAN GILLES,806,642,12,630,79.65,29,4.6,1,0.17,16,2.54,9,1.43,14,2.22,8,1.27,259,41.11,108,17.14,130,20.63,8,1.27,2,0.32,46,7.3
00190,MATERNELLE JEAN GILLES,1015,761,6,755,74.98,28,3.71,0,0.0,4,0.53,22,2.91,12,1.59,4,0.53,479,63.44,86,11.39,81,10.73,8,1.06,3,0.4,28,3.71
00191,MATERNELLE JEAN GILLES,868,648,7,641,74.65,15,2.34,0,0.0,4,0.64,14,2.18,13,2.03,5,0.78,447,69.73,69,10.76,62,9.67,0,0.0,0,0.0,12,1.87
00192,MATERNELLE LES VERGERS,753,612,6,606,81.27,33,5.45,4,0.66,7,1.16,11,1.82,20,3.3,8,1.32,215,35.48,97,16.01,132,21.78,7,1.16,1,0.14,71,11.72
00193,MATERNELLE LES VERGERS,671,552,5,547,82.27,20,3.66,2,0.35,6,1.1,9,1.65,7,1.28,5,0.91,232,42.41,63,11.52,155,28.34,0,0.0,3,0.55,45,8.23
00194,ECOLE FERDINAND DE LESSEPS,819,712,6,706,86.94,28,3.97,4,0.57,5,0.71,16,2.27,10,1.42,14,1.98,268,37.96,138,19.55,162,22.95,6,0.85,3,0.4,52,7.37
00195,ECOLE FERDINAND DE LESSEPS,788,683,11,672,86.68,15,2.23,1,0.16,7,1.04,14,2.08,6,0.89,7,1.04,253,37.65,125,18.6,185,27.53,9,1.34,2,0.3,48,7.14
00196,ECOLE PAUL BERT,1217,1099,7,1092,90.3,35,3.21,1,0.09,10,0.92,12,1.1,10,0.92,20,1.83,369,33.79,209,19.14,337,30.86,7,0.64,3,0.27,79,7.23
00197,ECOLE PAUL BERT,1020,908,8,900,89.02,27,3.0,6,0.67,8,0.89,12,1.33,18,2.0,24,2.67,306,34.0,168,18.67,251,27.89,9,1.0,2,0.21,69,7.67
00198,ECOLE PAUL BERT,1123,1010,9,1001,89.94,41,4.1,1,0.09,13,1.3,14,1.4,9,0.9,16,1.6,285,28.47,215,21.48,300,29.97,13,1.3,2,0.2,92,9.19
00199,FOYER DU 3 EME AGE,519,411,4,407,79.19,17,4.18,0,0.0,6,1.47,4,0.98,14,3.44,1,0.24,117,28.75,75,18.43,89,21.87,3,0.74,2,0.49,79,19.41
00200,ECOLE PRIMAIRE LARDENNE,1168,1007,9,998,86.22,38,3.81,0,0.0,6,0.6,20,2.0,18,1.8,19,1.9,276,27.66,227,22.75,289,28.96,10,1.0,6,0.6,89,8.92
00201,ECOLE PRIMAIRE LARDENNE,944,825,9,816,87.39,25,3.06,3,0.37,10,1.23,8,0.98,7,0.86,17,2.08,253,31.0,166,20.34,260,31.86,18,2.21,2,0.25,47,5.76
00202,ECOLE CHATEAU ANCELY,1275,1105,14,1091,86.67,40,3.67,6,0.55,7,0.64,20,1.83,17,1.56,25,2.29,359,32.91,259,23.74,266,24.38,13,1.19,3,0.27,76,6.97
00203,ECOLE LITTRE,1281,1133,17,1116,88.45,33,2.96,4,0.33,9,0.81,9,0.81,11,0.99,26,2.33,332,29.75,265,23.75,333,29.84,11,0.99,7,0.63,76,6.81
00204,ECOLE CHATEAU ANCELY,1066,902,13,889,84.62,43,4.84,1,0.12,17,1.91,20,2.25,43,4.84,13,1.46,341,38.36,154,17.32,199,22.38,5,0.56,2,0.22,51,5.74
00205,ECOLE CHATEAU ANCELY,1033,887,7,880,85.87,37,4.2,5,0.58,8,0.91,20,2.27,29,3.3,12,1.36,317,36.02,148,16.82,217,24.66,15,1.7,6,0.68,66,7.5
00206,ECOLE JULES FERRY,1091,911,6,905,83.5,38,4.2,1,0.11,12,1.33,15,1.66,10,1.1,5,0.55,312,34.48,182,20.11,243,26.85,9,0.99,3,0.33,75,8.29
00207,ECOLE JULES FERRY,945,788,8,780,83.39,35,4.49,1,0.12,7,0.9,14,1.79,15,1.92,13,1.67,290,37.18,119,15.26,206,26.41,7,0.9,2,0.26,71,9.1
00208,ECOLE JULES FERRY,947,794,10,784,83.84,27,3.44,0,0.0,6,0.77,14,1.79,12,1.53,6,0.77,288,36.73,129,16.45,230,29.34,8,1.02,4,0.51,60,7.65
00209,ECOLE JULES FERRY,1221,1064,9,1055,87.14,52,4.93,6,0.57,7,0.66,29,2.75,14,1.33,20,1.9,400,37.91,208,19.72,228,21.61,11,1.04,4,0.38,76,7.2
00210,ECOLE LALANDE,1015,834,2,832,82.17,33,3.97,3,0.36,12,1.44,17,2.04,12,1.44,9,1.09,265,31.85,151,18.15,228,27.4,14,1.68,3,0.36,85,10.22
00211,ECOLE LALANDE,1023,931,8,923,91.01,34,3.68,8,0.87,6,0.65,11,1.19,15,1.63,29,3.14,290,31.42,193,20.91,241,26.11,11,1.19,4,0.43,81,8.78
00212,MATERNELLE JEAN DIEUZAIDE,355,284,1,283,80.0,13,4.59,0,0.0,3,1.06,4,1.41,3,1.06,4,1.41,95,33.57,45,15.9,74,26.15,5,1.77,2,0.71,35,12.37
00213,ECOLE DU GRAND SELVE,1137,964,14,950,84.78,34,3.58,5,0.53,17,1.79,7,0.74,14,1.47,14,1.47,304,32.0,172,18.11,268,28.21,8,0.84,6,0.63,101,10.63
00214,ECOLE ERNEST RENAN,1338,1170,10,1160,87.44,58,5.0,1,0.09,10,0.86,18,1.55,16,1.38,22,1.9,397,34.22,232,20.0,283,24.4,16,1.38,10,0.86,97,8.36
00215,ECOLE ERNEST RENAN,1044,806,10,796,77.2,32,4.02,4,0.5,21,2.64,25,3.14,15,1.88,9,1.13,356,44.72,103,12.94,145,18.22,8,1.01,6,0.75,72,9.05
00216,ECOLE ERNEST RENAN,1092,933,11,922,85.44,27,2.93,0,0.0,14,1.52,20,2.17,19,2.06,15,1.63,357,38.72,170,18.44,229,24.84,8,0.87,2,0.2,61,6.62
00217,ECOLE CUVIER,1185,1039,7,1032,87.68,41,3.97,2,0.19,10,0.97,20,1.94,21,2.03,11,1.07,360,34.88,224,21.71,243,23.55,18,1.74,1,0.1,81,7.85
00218,ECOLE CUVIER,1060,918,7,911,86.6,23,2.52,3,0.32,9,0.99,16,1.76,8,0.88,19,2.09,254,27.88,178,19.54,307,33.7,12,1.32,6,0.66,76,8.34
00219,ECOLE CUVIER,1099,963,9,954,87.63,41,4.3,2,0.21,12,1.26,13,1.36,18,1.89,13,1.36,313,32.81,201,21.07,257,26.94,13,1.36,6,0.63,65,6.81
00220,ECOLE CUVIER,1056,879,14,865,83.24,33,3.82,4,0.45,7,0.81,18,2.08,21,2.43,14,1.62,279,32.25,165,19.08,228,26.36,14,1.62,9,1.04,73,8.44
00222,ECOLE CUVIER,1055,917,17,900,86.92,37,4.11,1,0.11,7,0.78,10,1.11,15,1.67,11,1.22,332,36.89,182,20.22,234,26.0,5,0.56,2,0.22,64,7.11
00223,ECOLE CUVIER,1133,969,16,953,85.53,39,4.09,2,0.23,7,0.73,19,1.99,10,1.05,16,1.68,293,30.75,224,23.5,252,26.44,9,0.94,7,0.73,75,7.87
00224,ECOLE LA MAOURINE,1476,1355,18,1337,91.8,52,3.89,7,0.52,7,0.52,22,1.65,17,1.27,28,2.09,408,30.52,297,22.21,385,28.8,18,1.35,8,0.6,88,6.58
00225,ECOLE LA MAOURINE,831,735,9,726,88.45,31,4.27,1,0.14,17,2.34,11,1.52,20,2.75,19,2.62,279,38.43,122,16.8,168,23.14,6,0.83,0,0.0,52,7.16
0025A,ECOLE PIERRE DUPONT,975,819,10,809,84.0,28,3.46,1,0.12,7,0.87,23,2.84,16,1.98,14,1.73,306,37.82,175,21.63,183,22.62,4,0.51,1,0.12,51,6.3
0036A,ECOLE LESPINASSE,1055,887,10,877,84.08,35,3.99,3,0.34,4,0.46,34,3.88,14,1.6,28,3.19,354,40.36,186,21.21,167,19.04,4,0.46,1,0.11,47,5.36
0039A,ECOLE MOLIERE,883,740,6,734,83.81,32,4.36,1,0.14,5,0.68,19,2.59,12,1.63,20,2.72,281,38.28,131,17.85,166,22.62,11,1.5,2,0.27,54,7.36
0044A,ECOLE PATTE D OIE,1161,983,5,978,84.67,26,2.66,3,0.32,6,0.61,18,1.84,15,1.53,19,1.94,340,34.76,200,20.45,264,26.99,18,1.84,0,0.0,69,7.06
0049A,ECOLE DES GAIS PINSONS,794,629,8,621,79.22,23,3.7,1,0.16,4,0.64,8,1.29,11,1.77,7,1.13,193,31.08,133,21.42,170,27.38,11,1.77,2,0.32,58,9.34
0056A,ECOLE SUPERIEURE DE COMMERCE,826,690,3,687,83.54,22,3.2,1,0.15,2,0.29,8,1.16,16,2.33,13,1.89,270,39.3,137,19.94,179,26.06,6,0.87,1,0.15,32,4.66
0067A,ECOLE FALGUIERE,892,733,14,719,82.17,22,3.06,0,0.0,1,0.13,20,2.78,12,1.67,20,2.78,263,36.58,145,20.17,188,26.15,5,0.7,2,0.28,41,5.7
0108A,ECOLE MICHOUN,937,807,5,802,86.13,21,2.62,2,0.25,5,0.62,19,2.37,21,2.62,14,1.75,316,39.4,124,15.46,213,26.56,13,1.62,4,0.5,50,6.23
0113A,ECOLE LA JUNCASSE,955,800,13,787,83.77,41,5.21,2,0.24,8,1.02,16,2.03,21,2.67,16,2.03,276,35.07,140,17.79,191,24.27,15,1.91,5,0.64,56,7.12
0124A,ECOLE JEAN MACE,863,779,4,775,90.27,25,3.23,1,0.13,5,0.65,7,0.9,1,0.13,17,2.19,230,29.68,173,22.32,277,35.74,8,1.03,0,0.0,31,4.0
0134A,ECOLE HENRI GUILLAUMET,1059,920,13,907,86.87,45,4.96,4,0.44,11,1.21,16,1.76,5,0.55,21,2.32,331,36.49,187,20.62,214,23.59,12,1.32,2,0.24,59,6.5
0138A,MATERNELLE LA TERRASSE,960,860,9,851,89.58,31,3.64,4,0.47,6,0.71,11,1.29,7,0.82,16,1.88,280,32.9,195,22.91,241,28.32,10,1.18,1,0.12,49,5.76
0144A,ECOLE ANATOLE FRANCE,933,792,5,787,84.89,36,4.57,2,0.26,5,0.64,15,1.91,9,1.14,14,1.78,278,35.32,170,21.6,205,26.05,9,1.14,3,0.38,41,5.21
0165A,ECOLE LE PASTEL,856,793,7,786,92.64,16,2.04,2,0.25,2,0.25,10,1.27,8,1.02,20,2.54,250,31.81,189,24.05,248,31.55,5,0.64,0,0.0,36,4.58
0174A,ECOLE BUFFON,1042,880,10,870,84.45,43,4.94,1,0.13,7,0.8,19,2.18,11,1.26,18,2.07,310,35.63,169,19.43,204,23.45,17,1.95,5,0.57,66,7.59
0191A,MATERNELLE JEAN GILLES,892,699,5,694,78.36,24,3.46,1,0.13,4,0.58,10,1.44,12,1.73,5,0.72,358,51.59,109,15.71,123,17.72,10,1.44,2,0.29,36,5.19
0193A,MATERNELLE LES VERGERS,836,699,10,689,83.61,41,5.95,1,0.13,9,1.31,13,1.89,11,1.6,11,1.6,278,40.35,108,15.67,147,21.34,8,1.16,3,0.44,59,8.56
0195A,ECOLE VIOLLET LE DUC,1122,953,16,937,84.94,44,4.7,1,0.1,12,1.28,10,1.07,16,1.71,12,1.28,402,42.9,174,18.57,188,20.06,13,1.39,4,0.43,61,6.51
0195B,ECOLE VIOLLET LE DUC,998,909,3,906,91.08,34,3.75,1,0.11,7,0.77,18,1.99,27,2.98,9,0.99,363,40.07,169,18.65,209,23.07,14,1.55,1,0.11,54,5.96
0198A,ECOLE PAUL BERT,1047,919,11,908,87.77,30,3.3,3,0.34,7,0.77,18,1.98,8,0.88,14,1.54,310,34.14,168,18.5,267,29.41,9,0.99,4,0.44,70,7.71
0200A,ECOLE PRIMAIRE LARDENNE,1115,988,5,983,88.61,35,3.56,1,0.11,4,0.41,14,1.42,6,0.61,27,2.75,285,28.99,241,24.52,309,31.43,7,0.71,2,0.2,52,5.29
0201A,ECOLE PRIMAIRE LARDENNE,865,752,5,747,86.94,16,2.14,1,0.14,5,0.67,9,1.2,9,1.2,17,2.28,209,27.98,148,19.81,273,36.55,6,0.8,0,0.0,54,7.23
0201B,ECOLE PRIMAIRE LARDENNE,871,751,8,743,86.22,29,3.9,3,0.4,5,0.67,8,1.08,11,1.48,13,1.75,248,33.38,137,18.44,230,30.96,6,0.81,2,0.27,51,6.86
0203A,ECOLE LITTRE,1079,923,9,914,85.54,36,3.94,2,0.21,7,0.77,5,0.55,9,0.98,18,1.97,291,31.84,150,16.41,294,32.17,13,1.42,7,0.77,82,8.97
0211A,ECOLE LALANDE,1140,1010,8,1002,88.6,42,4.19,6,0.6,9,0.9,12,1.2,16,1.6,22,2.2,307,30.64,196,19.56,286,28.54,7,0.69,6,0.6,93,9.28
